date,price
9/17/2022,46.36320423
9/18/2022,39.60721353
9/19/2022,44.72714174
9/20/2022,39.45444219
9/21/2022,39.09310551
9/22/2022,41.14682787
9/23/2022,39.83391713
9/24/2022,39.24649479
9/25/2022,39.30566891
9/26/2022,40.71624279
9/27/2022,41.39013007
9/28/2022,41.83903934
9/29/2022,39.946212
9/30/2022,39.73314304
10/1/2022,38.96243277
10/2/2022,37.7915501
10/3/2022,39.03802045
10/4/2022,40.78795492
10/5/2022,50.68862916
10/6/2022,44.25705737
10/7/2022,42.6031809
10/8/2022,44.43404884
10/9/2022,45.09957594
10/10/2022,41.30348193
10/11/2022,38.27382817
10/12/2022,38.48700979
10/13/2022,38.34757339
10/14/2022,37.85118852
10/15/2022,36.49020841
10/16/2022,37.63605595
10/17/2022,38.54263086
10/18/2022,37.12633101
10/19/2022,35.24634845
10/20/2022,33.47461951
10/21/2022,35.26824565
10/22/2022,34.67611672
10/23/2022,37.16921264
10/24/2022,36.0252071
10/25/2022,37.70356433
10/26/2022,42.07630451
10/27/2022,39.14197071
10/28/2022,42.51120541
10/29/2022,43.39902653
10/30/2022,41.47849436
10/31/2022,42.7095883
11/1/2022,41.89748792
11/2/2022,40.4964889
11/3/2022,40.15566234
11/4/2022,43.20204687
11/5/2022,40.89249699
11/6/2022,38.32345277
11/7/2022,38.57635865
11/8/2022,35.35297049
11/9/2022,26.41236299
11/10/2022,34.71636945
11/11/2022,34.81358564
11/12/2022,36.89401643
11/13/2022,38.51636761
11/14/2022,42.29128101
11/15/2022,42.80352843
11/16/2022,40.78286964
11/17/2022,39.77582256
11/18/2022,40.682688
11/19/2022,42.84610837
11/20/2022,41.05754762
11/21/2022,40.60245901
11/22/2022,40.81017752
11/23/2022,42.55832911
11/24/2022,45.92703824
11/25/2022,46.07111882
11/26/2022,44.52772123
11/27/2022,43.45177864
11/28/2022,40.8078431
11/29/2022,41.58420187
11/30/2022,49.37024399
12/1/2022,50.04519926
12/2/2022,55.37747832
12/3/2022,51.58838714
12/4/2022,53.21670552
12/5/2022,51.51645027
12/6/2022,50.40324119
12/7/2022,52.1102161
12/8/2022,54.0162835
12/9/2022,51.9188755
12/10/2022,53.76553721
12/11/2022,55.44102582
12/12/2022,58.90802019
12/13/2022,53.68493964
12/14/2022,52.55817742
12/15/2022,50.65345049
12/16/2022,46.260121
12/17/2022,47.98049467
12/18/2022,46.07434584
12/19/2022,43.85665846
